customer_id,segment,txn_year,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
C07836,Budget Shopper,2023,244,1,133.18,1,1,2,4,Inactive
C07846,Regular,2023,254,1,72.6,1,1,2,4,Inactive
C07850,Regular,2023,298,1,86.36,1,1,2,4,Inactive
C07862,Budget Shopper,2023,363,1,196.18,1,1,2,4,Inactive
C07868,Regular,2023,317,1,59.1,1,1,2,4,Inactive
C07887,Budget Shopper,2023,206,2,19.72,1,2,1,4,Inactive
C07897,Budget Shopper,2023,112,1,28.56,2,1,1,4,Inactive
C07909,Regular,2023,241,2,44.27,1,2,1,4,Inactive
C07917,Budget Shopper,2023,173,1,12.5,2,1,1,4,Inactive
C07933,Budget Shopper,2023,123,1,48.02,2,1,1,4,Inactive
C07958,Budget Shopper,2023,237,2,21.31,1,2,1,4,Inactive
C07971,Budget Shopper,2023,127,1,46.35,2,1,1,4,Inactive
C07996,Budget Shopper,2023,97,1,32.33,2,1,1,4,Inactive
C08028,Occasional Visitor,2023,243,1,180.68,1,1,2,4,Inactive
C08038,Budget Shopper,2023,314,1,58.5,1,1,2,4,Inactive
C08074,Occasional Visitor,2023,176,1,31.49,2,1,1,4,Inactive
C08091,Budget Shopper,2023,284,2,20.86,1,2,1,4,Inactive
C08111,Budget Shopper,2023,155,1,20.01,2,1,1,4,Inactive
C08134,Budget Shopper,2023,116,1,8.57,2,1,1,4,Inactive
C08135,Regular,2023,343,1,52.32,1,1,2,4,Inactive
C08139,Regular,2023,206,1,123.33,1,1,2,4,Inactive
C08140,Budget Shopper,2023,110,1,29.54,2,1,1,4,Inactive
C08155,Occasional Visitor,2023,282,2,31.78,1,2,1,4,Inactive
C08163,Budget Shopper,2023,122,1,37.39,2,1,1,4,Inactive
C08177,Regular,2023,333,1,57.5,1,1,2,4,Inactive
C08190,Premium,2023,177,1,28.02,2,1,1,4,Inactive
C08205,Regular,2023,150,1,34.48,2,1,1,4,Inactive
C08249,Budget Shopper,2023,298,1,76.18,1,1,2,4,Inactive
C08277,Premium,2023,185,2,47.82,1,2,1,4,Inactive
C08280,Regular,2023,220,1,115.34,1,1,2,4,Inactive
C08334,Budget Shopper,2023,339,1,144.76,1,1,2,4,Inactive
C08370,Regular,2023,157,1,47.24,2,1,1,4,Inactive
C08398,Occasional Visitor,2023,123,1,21.01,2,1,1,4,Inactive
C08401,Budget Shopper,2023,187,2,46.58,1,2,1,4,Inactive
C08474,Budget Shopper,2023,239,1,75.87,1,1,2,4,Inactive
C08492,Regular,2023,348,1,55.95,1,1,2,4,Inactive
C08498,Regular,2023,302,2,26.97,1,2,1,4,Inactive
C08511,Regular,2023,109,1,29.24,2,1,1,4,Inactive
C08517,Budget Shopper,2023,105,1,43.06,2,1,1,4,Inactive
C08543,Occasional Visitor,2023,92,1,17.46,2,1,1,4,Inactive
C08544,Regular,2023,183,2,47.93,1,2,1,4,Inactive
C08558,Budget Shopper,2023,300,1,65.96,1,1,2,4,Inactive
C08580,Regular,2023,239,2,30.95,1,2,1,4,Inactive
C08583,Budget Shopper,2023,214,1,68.63,1,1,2,4,Inactive
C08608,Budget Shopper,2023,360,1,51.28,1,1,2,4,Inactive
C08637,Regular,2023,93,1,11.4,2,1,1,4,Inactive
C08649,Regular,2023,185,2,32.47,1,2,1,4,Inactive
C08650,Regular,2023,201,2,46.31,1,2,1,4,Inactive
C08655,Budget Shopper,2023,159,1,31.46,2,1,1,4,Inactive
C08670,Budget Shopper,2023,184,2,31.72,1,2,1,4,Inactive
C08680,Budget Shopper,2023,314,1,73.08,1,1,2,4,Inactive
C08703,Regular,2023,134,1,41.29,2,1,1,4,Inactive
C08742,Budget Shopper,2023,120,1,36.34,2,1,1,4,Inactive
C08756,Budget Shopper,2023,240,1,117,1,1,2,4,Inactive
C08765,Regular,2023,150,1,7.16,2,1,1,4,Inactive
C08798,Budget Shopper,2023,173,1,21.55,2,1,1,4,Inactive
C08801,Budget Shopper,2023,130,1,29.72,2,1,1,4,Inactive
C08803,Budget Shopper,2023,164,1,20.98,2,1,1,4,Inactive
C08810,Premium,2023,325,1,58.45,1,1,2,4,Inactive
C08815,Regular,2023,334,1,110.43,1,1,2,4,Inactive
C08843,Regular,2023,235,1,93.7,1,1,2,4,Inactive
C08851,Budget Shopper,2023,221,1,111.92,1,1,2,4,Inactive
C08855,Budget Shopper,2023,244,1,55.16,1,1,2,4,Inactive
C08859,Budget Shopper,2023,126,1,47.08,2,1,1,4,Inactive
C08886,Budget Shopper,2023,233,1,158.65,1,1,2,4,Inactive
C08946,Budget Shopper,2023,200,2,34.81,1,2,1,4,Inactive
C08954,Regular,2023,309,1,81.28,1,1,2,4,Inactive
C08986,Budget Shopper,2023,239,1,55.16,1,1,2,4,Inactive
C09004,Budget Shopper,2023,104,1,35.64,2,1,1,4,Inactive
C09019,Premium,2023,290,2,38.09,1,2,1,4,Inactive
C09035,Budget Shopper,2023,230,1,54.38,1,1,2,4,Inactive
C09058,Budget Shopper,2023,156,1,29.94,2,1,1,4,Inactive
C09075,Budget Shopper,2023,198,2,48.22,1,2,1,4,Inactive
C09096,Regular,2023,317,1,84.74,1,1,2,4,Inactive
C09116,Budget Shopper,2023,277,1,118.58,1,1,2,4,Inactive
C09181,Budget Shopper,2023,174,1,22.74,2,1,1,4,Inactive
C09185,Occasional Visitor,2023,170,1,29.83,2,1,1,4,Inactive
C09195,Budget Shopper,2023,165,1,32.94,2,1,1,4,Inactive
C09218,Premium,2023,250,2,38.94,1,2,1,4,Inactive
C09270,Budget Shopper,2023,294,1,118.74,1,1,2,4,Inactive
C09284,Regular,2023,336,1,129.62,1,1,2,4,Inactive
C09312,Budget Shopper,2023,221,2,36.73,1,2,1,4,Inactive
C09323,Premium,2023,237,2,43,1,2,1,4,Inactive
C09344,Regular,2023,259,1,115.64,1,1,2,4,Inactive
C09361,Regular,2023,295,1,74.69,1,1,2,4,Inactive
C09365,Budget Shopper,2023,337,1,94.32,1,1,2,4,Inactive
C09375,Budget Shopper,2023,241,1,133.8,1,1,2,4,Inactive
C09403,Regular,2023,271,1,136.05,1,1,2,4,Inactive
C09409,Regular,2023,184,1,93.86,1,1,2,4,Inactive
C09415,Regular,2023,202,2,45.86,1,2,1,4,Inactive
C09435,Regular,2023,98,1,10.46,2,1,1,4,Inactive
C09457,Budget Shopper,2023,172,1,45.2,2,1,1,4,Inactive
C09468,Regular,2023,206,1,154.14,1,1,2,4,Inactive
C09497,Budget Shopper,2023,94,1,35.48,2,1,1,4,Inactive
C09517,Regular,2023,264,2,47.93,1,2,1,4,Inactive
C09557,Regular,2023,262,2,42.93,1,2,1,4,Inactive
C09558,Regular,2023,352,1,142.47,1,1,2,4,Inactive
C09601,Budget Shopper,2023,343,1,83.33,1,1,2,4,Inactive
C09620,Budget Shopper,2023,245,1,120.62,1,1,2,4,Inactive
C09632,Budget Shopper,2023,195,1,66.28,1,1,2,4,Inactive
C09657,Budget Shopper,2023,246,1,101.58,1,1,2,4,Inactive
C09659,Regular,2023,186,2,46.59,1,2,1,4,Inactive
C09683,Budget Shopper,2023,119,1,32.57,2,1,1,4,Inactive
C09685,Budget Shopper,2023,178,1,12.24,2,1,1,4,Inactive
C09700,Budget Shopper,2023,308,1,60.95,1,1,2,4,Inactive
C09703,Budget Shopper,2023,364,1,66.5,1,1,2,4,Inactive
C09715,Regular,2023,248,1,70.02,1,1,2,4,Inactive
C09719,Budget Shopper,2023,153,1,26.52,2,1,1,4,Inactive
C09726,Budget Shopper,2023,186,2,43.64,1,2,1,4,Inactive
C09733,Budget Shopper,2023,224,1,195.01,1,1,2,4,Inactive
C09743,Regular,2023,145,1,10.64,2,1,1,4,Inactive
C09773,Regular,2023,164,1,29.97,2,1,1,4,Inactive
C09780,Budget Shopper,2023,134,1,24.58,2,1,1,4,Inactive
C09790,Budget Shopper,2023,289,1,64.7,1,1,2,4,Inactive
C09798,Budget Shopper,2023,250,2,36.7,1,2,1,4,Inactive
C09800,Budget Shopper,2023,119,1,34.47,2,1,1,4,Inactive
C09825,Budget Shopper,2023,274,1,75.01,1,1,2,4,Inactive
C09841,Budget Shopper,2023,228,1,60.14,1,1,2,4,Inactive
C09844,Budget Shopper,2023,335,1,74.59,1,1,2,4,Inactive
C09852,Regular,2023,358,1,68.97,1,1,2,4,Inactive
C09870,Budget Shopper,2023,360,1,59.46,1,1,2,4,Inactive
C09914,Regular,2023,248,1,93.86,1,1,2,4,Inactive
C09924,Budget Shopper,2023,303,2,34.75,1,2,1,4,Inactive
C09930,Budget Shopper,2023,112,1,26.71,2,1,1,4,Inactive
C09937,Budget Shopper,2023,122,1,3.21,2,1,1,4,Inactive
C09959,Regular,2023,96,1,23.66,2,1,1,4,Inactive
C09972,Occasional Visitor,2023,120,1,17.85,2,1,1,4,Inactive
C09978,Budget Shopper,2023,154,1,47.27,2,1,1,4,Inactive
C00004,Budget Shopper,2023,280,1,14.8,1,1,1,3,Inactive
C00025,Budget Shopper,2023,334,1,37.11,1,1,1,3,Inactive
C00045,Premium,2023,264,1,16.7,1,1,1,3,Inactive
C00050,Budget Shopper,2023,188,1,4.81,1,1,1,3,Inactive
C00063,Premium,2023,292,1,25.7,1,1,1,3,Inactive
C00127,Budget Shopper,2023,206,1,8.92,1,1,1,3,Inactive
C00148,Regular,2023,219,1,43.92,1,1,1,3,Inactive
C00149,Budget Shopper,2023,228,1,5.47,1,1,1,3,Inactive
C00253,Budget Shopper,2023,227,1,36.69,1,1,1,3,Inactive
C00269,Budget Shopper,2023,262,1,17.63,1,1,1,3,Inactive
C00289,Budget Shopper,2023,361,1,19.82,1,1,1,3,Inactive
C00318,Budget Shopper,2023,259,1,26.26,1,1,1,3,Inactive
C00338,Budget Shopper,2023,233,1,27.69,1,1,1,3,Inactive
C00387,Occasional Visitor,2023,298,1,15.12,1,1,1,3,Inactive
C00403,Budget Shopper,2023,313,1,29.88,1,1,1,3,Inactive
C00416,Budget Shopper,2023,318,1,41.29,1,1,1,3,Inactive
C00418,Budget Shopper,2023,192,1,32.04,1,1,1,3,Inactive
C00499,Regular,2023,278,1,35.22,1,1,1,3,Inactive
C00513,Budget Shopper,2023,229,1,47.95,1,1,1,3,Inactive
C00536,Regular,2023,208,1,24.03,1,1,1,3,Inactive
C00543,Occasional Visitor,2023,295,1,40.71,1,1,1,3,Inactive
C00555,Budget Shopper,2023,183,1,29.2,1,1,1,3,Inactive
C00564,Regular,2023,337,1,3.21,1,1,1,3,Inactive
C00569,Regular,2023,304,1,8.74,1,1,1,3,Inactive
C00577,Regular,2023,182,1,22.74,1,1,1,3,Inactive
C00588,Budget Shopper,2023,351,1,10.57,1,1,1,3,Inactive
C00593,Regular,2023,317,1,10.86,1,1,1,3,Inactive
C00612,Occasional Visitor,2023,196,1,14.5,1,1,1,3,Inactive
C00627,Budget Shopper,2023,268,1,3.47,1,1,1,3,Inactive
C00653,Budget Shopper,2023,195,1,9.81,1,1,1,3,Inactive
C00663,Budget Shopper,2023,311,1,25.74,1,1,1,3,Inactive
C00667,Occasional Visitor,2023,205,1,27.17,1,1,1,3,Inactive
C00699,Budget Shopper,2023,190,1,9.81,1,1,1,3,Inactive
C00741,Budget Shopper,2023,188,1,13.15,1,1,1,3,Inactive
C00761,Budget Shopper,2023,210,1,29.59,1,1,1,3,Inactive
C00774,Budget Shopper,2023,249,1,13.79,1,1,1,3,Inactive
C00801,Regular,2023,333,1,22.29,1,1,1,3,Inactive
C00854,Budget Shopper,2023,251,1,33.74,1,1,1,3,Inactive
C00913,Occasional Visitor,2023,269,1,18.2,1,1,1,3,Inactive
C00917,Budget Shopper,2023,339,1,35.22,1,1,1,3,Inactive
C00942,Budget Shopper,2023,206,1,31.46,1,1,1,3,Inactive
C00968,Regular,2023,191,1,29.33,1,1,1,3,Inactive
C00989,Premium,2023,332,1,38.73,1,1,1,3,Inactive
C01002,Budget Shopper,2023,282,1,41.38,1,1,1,3,Inactive
C01045,Regular,2023,267,1,18.65,1,1,1,3,Inactive
C01046,Budget Shopper,2023,346,1,12.38,1,1,1,3,Inactive
C01066,Regular,2023,240,1,8.58,1,1,1,3,Inactive
C01114,Occasional Visitor,2023,313,1,9.06,1,1,1,3,Inactive
C01205,Budget Shopper,2023,249,1,43.92,1,1,1,3,Inactive
C01206,Regular,2023,232,1,18.58,1,1,1,3,Inactive
C01267,Occasional Visitor,2023,279,1,13.49,1,1,1,3,Inactive
C01269,Regular,2023,317,1,38.95,1,1,1,3,Inactive
C01276,Budget Shopper,2023,352,1,29.45,1,1,1,3,Inactive
C01314,Budget Shopper,2023,336,1,23.88,1,1,1,3,Inactive
C01337,Regular,2023,211,1,41.71,1,1,1,3,Inactive
C01349,Budget Shopper,2023,225,1,17.88,1,1,1,3,Inactive
C01350,Premium,2023,212,1,20.01,1,1,1,3,Inactive
C01368,Budget Shopper,2023,235,1,26.47,1,1,1,3,Inactive
C01375,Budget Shopper,2023,280,1,16.23,1,1,1,3,Inactive
C01392,Budget Shopper,2023,343,1,32.94,1,1,1,3,Inactive
C01411,Occasional Visitor,2023,274,1,48.71,1,1,1,3,Inactive
C01449,Budget Shopper,2023,329,1,24.78,1,1,1,3,Inactive
C01456,Budget Shopper,2023,261,1,13.88,1,1,1,3,Inactive
C01525,Budget Shopper,2023,358,1,34.52,1,1,1,3,Inactive
C01531,Budget Shopper,2023,364,1,17.8,1,1,1,3,Inactive
C01548,Regular,2023,191,1,24.47,1,1,1,3,Inactive
C01602,Premium,2023,340,1,12.34,1,1,1,3,Inactive
C01632,Regular,2023,181,1,42.37,1,1,1,3,Inactive
C01653,Budget Shopper,2023,187,1,12.66,1,1,1,3,Inactive
C01662,Premium,2023,189,1,8.58,1,1,1,3,Inactive
C01667,Budget Shopper,2023,327,1,26.47,1,1,1,3,Inactive
C01683,Budget Shopper,2023,208,1,38.44,1,1,1,3,Inactive
C01721,Budget Shopper,2023,254,1,29.24,1,1,1,3,Inactive
C01731,Budget Shopper,2023,298,1,12.38,1,1,1,3,Inactive
C01765,Budget Shopper,2023,300,1,35.84,1,1,1,3,Inactive
C01767,Budget Shopper,2023,254,1,29.25,1,1,1,3,Inactive
C01792,Budget Shopper,2023,246,1,11.37,1,1,1,3,Inactive
C01858,Budget Shopper,2023,360,1,20.13,1,1,1,3,Inactive
C01872,Occasional Visitor,2023,189,1,21.46,1,1,1,3,Inactive
C01873,Occasional Visitor,2023,344,1,11.83,1,1,1,3,Inactive
C01928,Budget Shopper,2023,330,1,13.79,1,1,1,3,Inactive
C01948,Budget Shopper,2023,200,1,23.82,1,1,1,3,Inactive
C01988,Occasional Visitor,2023,270,1,21.2,1,1,1,3,Inactive
C01994,Regular,2023,251,1,34.51,1,1,1,3,Inactive
C02002,Occasional Visitor,2023,338,1,38.15,1,1,1,3,Inactive
C02034,Budget Shopper,2023,220,1,3.47,1,1,1,3,Inactive
C02041,Premium,2023,198,1,6.42,1,1,1,3,Inactive
C02057,Regular,2023,247,1,24.03,1,1,1,3,Inactive
C02146,Budget Shopper,2023,299,1,13.06,1,1,1,3,Inactive
C02149,Budget Shopper,2023,198,1,46.86,1,1,1,3,Inactive
C02173,Budget Shopper,2023,349,1,14.86,1,1,1,3,Inactive
C02176,Regular,2023,235,1,14.28,1,1,1,3,Inactive
C02211,Regular,2023,282,1,32.15,1,1,1,3,Inactive
C02254,Occasional Visitor,2023,337,1,40.71,1,1,1,3,Inactive
C02261,Occasional Visitor,2023,264,1,7.99,1,1,1,3,Inactive
C02267,Regular,2023,342,1,38.15,1,1,1,3,Inactive
C02341,Budget Shopper,2023,215,1,43.86,1,1,1,3,Inactive
C02357,Regular,2023,348,1,34.25,1,1,1,3,Inactive
C02378,Budget Shopper,2023,313,1,41.38,1,1,1,3,Inactive
C02383,Budget Shopper,2023,211,1,32.59,1,1,1,3,Inactive
C02386,Occasional Visitor,2023,252,1,48.48,1,1,1,3,Inactive
C02389,Budget Shopper,2023,276,1,17.24,1,1,1,3,Inactive
C02448,Regular,2023,336,1,34.52,1,1,1,3,Inactive
C02457,Budget Shopper,2023,262,1,40.18,1,1,1,3,Inactive
C02463,Regular,2023,276,1,23.94,1,1,1,3,Inactive
C02488,Budget Shopper,2023,291,1,22.29,1,1,1,3,Inactive
C02522,Regular,2023,258,1,16.89,1,1,1,3,Inactive
C02533,Budget Shopper,2023,253,1,49.16,1,1,1,3,Inactive
C02543,Budget Shopper,2023,307,1,28.38,1,1,1,3,Inactive
C02553,Occasional Visitor,2023,331,1,12.26,1,1,1,3,Inactive
C02558,Regular,2023,309,1,10.64,1,1,1,3,Inactive
C02566,Budget Shopper,2023,258,1,42.41,1,1,1,3,Inactive
C02572,Premium,2023,226,1,31.24,1,1,1,3,Inactive
C02583,Budget Shopper,2023,359,1,38.95,1,1,1,3,Inactive
C02589,Regular,2023,220,1,35.48,1,1,1,3,Inactive
C02613,Premium,2023,201,1,24.75,1,1,1,3,Inactive
C02621,Occasional Visitor,2023,336,1,35.09,1,1,1,3,Inactive
C02631,Regular,2023,274,1,24.46,1,1,1,3,Inactive
C02667,Budget Shopper,2023,331,1,43.57,1,1,1,3,Inactive
C02711,Budget Shopper,2023,332,1,15.27,1,1,1,3,Inactive
C02737,Regular,2023,327,1,42.72,1,1,1,3,Inactive
C02742,Budget Shopper,2023,228,1,30.97,1,1,1,3,Inactive
C02747,Budget Shopper,2023,194,1,36.4,1,1,1,3,Inactive
C02769,Occasional Visitor,2023,231,1,48.48,1,1,1,3,Inactive
C02850,Regular,2023,273,1,21.21,1,1,1,3,Inactive
C02870,Regular,2023,221,1,34.07,1,1,1,3,Inactive
C02888,Budget Shopper,2023,276,1,7.22,1,1,1,3,Inactive
C02896,Occasional Visitor,2023,348,1,29.59,1,1,1,3,Inactive
C02918,Budget Shopper,2023,195,1,30.21,1,1,1,3,Inactive
C02940,Occasional Visitor,2023,238,1,27.72,1,1,1,3,Inactive
C02958,Budget Shopper,2023,308,1,9.8,1,1,1,3,Inactive
C02961,Occasional Visitor,2023,362,1,38.63,1,1,1,3,Inactive
C02969,Budget Shopper,2023,187,1,11.6,1,1,1,3,Inactive
C02972,Budget Shopper,2023,296,1,47.74,1,1,1,3,Inactive
C02997,Budget Shopper,2023,279,1,12.53,1,1,1,3,Inactive
C03040,Regular,2023,264,1,12.7,1,1,1,3,Inactive
C03057,Budget Shopper,2023,349,1,10.52,1,1,1,3,Inactive
C03071,Occasional Visitor,2023,295,1,9.77,1,1,1,3,Inactive
C03096,Budget Shopper,2023,192,1,8.92,1,1,1,3,Inactive
C03162,Budget Shopper,2023,290,1,42.95,1,1,1,3,Inactive
C03185,Budget Shopper,2023,329,1,19.02,1,1,1,3,Inactive
C03197,Budget Shopper,2023,271,1,11.97,1,1,1,3,Inactive
C03200,Premium,2023,304,1,16.95,1,1,1,3,Inactive
C03235,Budget Shopper,2023,288,1,28.56,1,1,1,3,Inactive
C03236,Occasional Visitor,2023,345,1,32.87,1,1,1,3,Inactive
C03249,Regular,2023,191,1,43.57,1,1,1,3,Inactive
C03256,Budget Shopper,2023,288,1,11.97,1,1,1,3,Inactive
C03260,Budget Shopper,2023,335,1,39.82,1,1,1,3,Inactive
C03266,Budget Shopper,2023,272,1,25.83,1,1,1,3,Inactive
C03281,Budget Shopper,2023,341,1,8.93,1,1,1,3,Inactive
C03307,Budget Shopper,2023,272,1,13.9,1,1,1,3,Inactive
C03352,Budget Shopper,2023,333,1,32.57,1,1,1,3,Inactive
C03384,Budget Shopper,2023,219,1,38.89,1,1,1,3,Inactive
C03393,Budget Shopper,2023,288,1,39.62,1,1,1,3,Inactive
C03409,Budget Shopper,2023,316,1,42.13,1,1,1,3,Inactive
C03438,Budget Shopper,2023,183,1,10.52,1,1,1,3,Inactive
C03453,Budget Shopper,2023,275,1,12.69,1,1,1,3,Inactive
C03454,Occasional Visitor,2023,281,1,17.39,1,1,1,3,Inactive
C03462,Budget Shopper,2023,276,1,31.44,1,1,1,3,Inactive
C03479,Regular,2023,325,1,15.76,1,1,1,3,Inactive
C03490,Regular,2023,245,1,43.12,1,1,1,3,Inactive
C03533,Budget Shopper,2023,286,1,19.59,1,1,1,3,Inactive
C03601,Budget Shopper,2023,289,1,35.22,1,1,1,3,Inactive
C03629,Budget Shopper,2023,285,1,20.61,1,1,1,3,Inactive
C03679,Budget Shopper,2023,274,1,25.2,1,1,1,3,Inactive
C03685,Budget Shopper,2023,210,1,18.91,1,1,1,3,Inactive
C03687,Occasional Visitor,2023,227,1,43.12,1,1,1,3,Inactive
C03734,Budget Shopper,2023,295,1,17.8,1,1,1,3,Inactive
C03763,Budget Shopper,2023,186,1,36.11,1,1,1,3,Inactive
C03764,Budget Shopper,2023,347,1,29.97,1,1,1,3,Inactive
C03779,Occasional Visitor,2023,223,1,27.11,1,1,1,3,Inactive
C03784,Regular,2023,352,1,45.2,1,1,1,3,Inactive
C03805,Budget Shopper,2023,260,1,31.53,1,1,1,3,Inactive
C03831,Regular,2023,236,1,25.15,1,1,1,3,Inactive
C03848,Budget Shopper,2023,337,1,10.23,1,1,1,3,Inactive
C03875,Regular,2023,336,1,8.44,1,1,1,3,Inactive
C03877,Occasional Visitor,2023,349,1,29.45,1,1,1,3,Inactive
C03883,Regular,2023,292,1,18.52,1,1,1,3,Inactive
C03898,Budget Shopper,2023,256,1,12.38,1,1,1,3,Inactive
C03920,Budget Shopper,2023,248,1,45.79,1,1,1,3,Inactive
C03924,Budget Shopper,2023,214,1,43.92,1,1,1,3,Inactive
C03956,Occasional Visitor,2023,228,1,13.79,1,1,1,3,Inactive
C03963,Budget Shopper,2023,266,1,12.5,1,1,1,3,Inactive
C03969,Budget Shopper,2023,291,1,26.48,1,1,1,3,Inactive
C03974,Budget Shopper,2023,363,1,21.35,1,1,1,3,Inactive
C03975,Budget Shopper,2023,222,1,14.92,1,1,1,3,Inactive
C03987,Regular,2023,225,1,21.5,1,1,1,3,Inactive
C03988,Occasional Visitor,2023,285,1,17.14,1,1,1,3,Inactive
C04004,Regular,2023,255,1,8.21,1,1,1,3,Inactive
C04005,Budget Shopper,2023,293,1,32.04,1,1,1,3,Inactive
C04015,Regular,2023,194,1,9.75,1,1,1,3,Inactive
C04086,Regular,2023,351,1,16.26,1,1,1,3,Inactive
C04089,Budget Shopper,2023,341,1,23.9,1,1,1,3,Inactive
C04093,Budget Shopper,2023,182,1,35.84,1,1,1,3,Inactive
C04124,Occasional Visitor,2023,286,1,21.52,1,1,1,3,Inactive
C04164,Regular,2023,271,1,12.03,1,1,1,3,Inactive
C04209,Budget Shopper,2023,328,1,33.14,1,1,1,3,Inactive
C04258,Occasional Visitor,2023,196,1,43.66,1,1,1,3,Inactive
C04262,Budget Shopper,2023,206,1,36.88,1,1,1,3,Inactive
C04270,Occasional Visitor,2023,330,1,5.87,1,1,1,3,Inactive
C04287,Budget Shopper,2023,343,1,18.72,1,1,1,3,Inactive
C04322,Regular,2023,271,1,21.18,1,1,1,3,Inactive
C04351,Budget Shopper,2023,201,1,33.55,1,1,1,3,Inactive
C04368,Budget Shopper,2023,186,1,29.44,1,1,1,3,Inactive
C04381,Regular,2023,337,1,22.9,1,1,1,3,Inactive
C04390,Budget Shopper,2023,240,1,12.7,1,1,1,3,Inactive
C04413,Budget Shopper,2023,255,1,37.3,1,1,1,3,Inactive
C04424,Regular,2023,294,1,23.88,1,1,1,3,Inactive
C04429,Budget Shopper,2023,264,1,34.14,1,1,1,3,Inactive
C04445,Regular,2023,251,1,16.51,1,1,1,3,Inactive
C04462,Regular,2023,194,1,9.4,1,1,1,3,Inactive
C04564,Budget Shopper,2023,334,1,25.2,1,1,1,3,Inactive
C04570,Regular,2023,219,1,35.26,1,1,1,3,Inactive
C04572,Budget Shopper,2023,279,1,31.24,1,1,1,3,Inactive
C04591,Regular,2023,292,1,38.24,1,1,1,3,Inactive
C04597,Budget Shopper,2023,263,1,32.21,1,1,1,3,Inactive
C04620,Budget Shopper,2023,343,1,35.62,1,1,1,3,Inactive
C04694,Regular,2023,364,1,7.7,1,1,1,3,Inactive
C04732,Regular,2023,249,1,29.46,1,1,1,3,Inactive
C04749,Budget Shopper,2023,304,1,20.08,1,1,1,3,Inactive
C04758,Budget Shopper,2023,197,1,14.6,1,1,1,3,Inactive
C04777,Budget Shopper,2023,297,1,15.24,1,1,1,3,Inactive
C04788,Budget Shopper,2023,255,1,9.37,1,1,1,3,Inactive
C04792,Budget Shopper,2023,336,1,16.89,1,1,1,3,Inactive
C04793,Occasional Visitor,2023,240,1,23.15,1,1,1,3,Inactive
C04801,Budget Shopper,2023,191,1,25.2,1,1,1,3,Inactive
C04814,Regular,2023,306,1,14.73,1,1,1,3,Inactive
C04815,Budget Shopper,2023,356,1,34.1,1,1,1,3,Inactive
C04825,Regular,2023,229,1,36.95,1,1,1,3,Inactive
C04853,Budget Shopper,2023,220,1,38.48,1,1,1,3,Inactive
C04866,Budget Shopper,2023,277,1,46.47,1,1,1,3,Inactive
C04893,Budget Shopper,2023,287,1,35.84,1,1,1,3,Inactive
C04963,Budget Shopper,2023,321,1,48.48,1,1,1,3,Inactive
C04995,Budget Shopper,2023,360,1,26.06,1,1,1,3,Inactive
C05037,Budget Shopper,2023,279,1,21.46,1,1,1,3,Inactive
C05040,Budget Shopper,2023,333,1,9.85,1,1,1,3,Inactive
C05057,Regular,2023,331,1,29.01,1,1,1,3,Inactive
C05063,Budget Shopper,2023,266,1,30.26,1,1,1,3,Inactive
C05092,Regular,2023,209,1,25.14,1,1,1,3,Inactive
C05104,Premium,2023,330,1,15.05,1,1,1,3,Inactive
C05135,Regular,2023,182,1,41.59,1,1,1,3,Inactive
C05199,Regular,2023,190,1,17.76,1,1,1,3,Inactive
C05214,Regular,2023,229,1,21.48,1,1,1,3,Inactive
C05218,Budget Shopper,2023,333,1,31.87,1,1,1,3,Inactive
C05228,Budget Shopper,2023,184,1,4.81,1,1,1,3,Inactive
C05237,Budget Shopper,2023,307,1,33.36,1,1,1,3,Inactive
C05259,Budget Shopper,2023,340,1,32.6,1,1,1,3,Inactive
C05262,Budget Shopper,2023,225,1,11.73,1,1,1,3,Inactive
C05280,Occasional Visitor,2023,234,1,24.2,1,1,1,3,Inactive
C05304,Budget Shopper,2023,188,1,6.85,1,1,1,3,Inactive
C05329,Regular,2023,249,1,12.24,1,1,1,3,Inactive
C05341,Budget Shopper,2023,322,1,36.88,1,1,1,3,Inactive
C05344,Budget Shopper,2023,190,1,38.89,1,1,1,3,Inactive
C05352,Premium,2023,341,1,5.32,1,1,1,3,Inactive
C05361,Budget Shopper,2023,238,1,20.12,1,1,1,3,Inactive
C05371,Occasional Visitor,2023,234,1,23.86,1,1,1,3,Inactive
C05380,Budget Shopper,2023,227,1,21.01,1,1,1,3,Inactive
C05386,Budget Shopper,2023,214,1,19.85,1,1,1,3,Inactive
C05408,Budget Shopper,2023,255,1,35.89,1,1,1,3,Inactive
C05417,Occasional Visitor,2023,263,1,35.32,1,1,1,3,Inactive
C05422,Premium,2023,299,1,28.89,1,1,1,3,Inactive
C05453,Budget Shopper,2023,345,1,5.87,1,1,1,3,Inactive
C05461,Budget Shopper,2023,271,1,25.52,1,1,1,3,Inactive
C05471,Budget Shopper,2023,348,1,38.63,1,1,1,3,Inactive
C05481,Budget Shopper,2023,280,1,23.15,1,1,1,3,Inactive
C05517,Budget Shopper,2023,315,1,29.32,1,1,1,3,Inactive
C05595,Regular,2023,259,1,14.93,1,1,1,3,Inactive
C05632,Regular,2023,210,1,17.14,1,1,1,3,Inactive
C05633,Budget Shopper,2023,204,1,32.93,1,1,1,3,Inactive
C05653,Regular,2023,281,1,38.26,1,1,1,3,Inactive
C05686,Budget Shopper,2023,325,1,24.78,1,1,1,3,Inactive
C05724,Premium,2023,283,1,41.11,1,1,1,3,Inactive
